fold,model,accuracy,Drug_precision,Drug_recall,Drug_f1,Exhale_precision,Exhale_recall,Exhale_f1,Inhale_precision,Inhale_recall,Inhale_f1,Noise_precision,Noise_recall,Noise_f1
1,CNN,0.8954117129018053,0.9544178991277967,0.9470911417174682,0.9507404049561801,0.9090985536495123,0.8418470643201994,0.8741812889140455,0.8623164763458401,0.9587666263603386,0.907987403378185,0.8671288272674754,0.8720504111548087,0.8695826555850175
2,CNN,0.8847176957632343,0.9440740740740741,0.947936035701004,0.9460011133791056,0.8208897783251231,0.9038135593220339,0.8603581800580833,0.8463608957795005,0.930736443286763,0.8865456185857674,0.9077052987122651,0.8344913247680783,0.8695599417569972
3,CNN,0.8906010601764612,0.9352145342095091,0.9686899423446509,0.9516579475278292,0.8587397532499793,0.8723189502901842,0.8654760911290995,0.8711132788684307,0.8969240426867545,0.8838302610416925,0.8892235893084429,0.8575344707663353,0.8730915831788548
